group,distribution,library,p50_ns,p90_ns,p95_ns,p99_ns,p99.9_ns,mean_ns,std_dev_ns,ci_lower_ns,ci_upper_ns,iqr_ns,cv,min_ns,max_ns
canonical_decode,boundary,vu128,9884.0,10200.9,10479.0,11052.2,12373.2,9970.8,320.2,9930.0,10018.7,200.3,0.0321,9567.2,12422.5
canonical_decode,boundary,vu64,12215.6,12472.9,12699.5,13672.3,15634.0,12300.4,366.7,12256.0,12357.0,131.9,0.0298,11983.5,15877.0
canonical_decode,uniform_random,bijou64,3123.1,3277.1,3341.4,3451.7,3538.1,3162.5,87.0,3150.8,3174.8,96.3,0.0275,3068.4,3546.6
canonical_decode,uniform_random,leb128,58995.7,59994.5,60852.3,65200.9,75542.7,59185.9,1839.4,58958.4,59463.5,908.8,0.0311,54889.2,76643.3
canonical_decode,uniform_random,varu64,19208.5,20191.6,20632.5,24523.7,28064.1,19501.2,1076.1,19365.6,19662.8,619.6,0.0552,18454.1,28426.6
canonical_decode,uniform_random,vu128,10301.1,10536.5,10673.8,15606.7,20436.2,10503.8,1143.7,10365.9,10680.2,151.6,0.1089,9763.4,20781.0
canonical_decode,uniform_random,vu64,8537.0,8975.5,9076.9,9591.3,10699.9,8580.1,370.9,8530.3,8632.8,439.0,0.0432,7861.0,10946.7
decode,tiny_0_247,bijou64,1765.4,1823.5,1842.6,1879.6,2161.9,1772.5,52.6,1765.6,1780.1,59.4,0.0297,1696.9,2215.0
decode,tiny_0_247,leb128,3396.5,3632.7,3725.9,4128.8,4906.7,3434.9,199.4,3409.1,3464.3,159.0,0.0580,3113.7,5051.7
decode,tiny_0_247,varu64,6309.1,6422.0,6512.0,7492.7,8571.2,5832.6,768.4,5725.7,5938.4,1421.9,0.1317,4590.9,8732.2
decode,tiny_0_247,vu128,6800.0,7011.9,7120.7,7379.5,8086.3,6832.0,179.5,6808.3,6858.0,164.0,0.0263,6541.9,8175.6
decode,tiny_0_247,vu64,8483.3,8791.1,8960.1,9572.3,10051.5,8517.6,267.0,8482.0,8555.7,252.1,0.0313,8084.0,10141.2
decode,small_248_65535,bijou64,3967.5,4101.8,4130.0,4207.7,4478.2,3973.2,106.8,3958.7,3988.2,139.1,0.0269,3747.6,4528.7
decode,small_248_65535,leb128,8415.1,8691.3,8798.9,9036.5,9226.3,8343.1,311.0,8300.1,8386.2,428.8,0.0373,7685.7,9269.5
decode,small_248_65535,varu64,8330.3,8603.5,8764.6,9201.5,11559.0,8386.7,333.5,8346.7,8438.0,192.2,0.0398,7969.7,12114.9
decode,small_248_65535,vu128,9102.4,9585.1,9898.4,11653.8,12732.4,9195.3,514.5,9129.3,9271.6,279.1,0.0560,8528.5,12794.2
decode,small_248_65535,vu64,12655.8,13086.9,13315.1,13921.1,15504.0,12711.0,396.2,12658.8,12768.2,349.6,0.0312,12054.1,15770.5
decode,medium_64k_4G,bijou64,3883.2,4056.9,4131.6,4227.1,4235.0,3917.0,100.0,3903.4,3931.1,118.2,0.0255,3747.1,4236.2
decode,medium_64k_4G,leb128,11037.5,11245.8,11349.3,11586.3,12906.9,11077.6,209.0,11051.6,11109.4,186.4,0.0189,10850.9,13210.9
decode,medium_64k_4G,varu64,11338.1,12234.9,21622.7,22022.1,22237.4,12102.3,2576.0,11768.3,12479.2,345.9,0.2129,10873.9,22260.0
decode,medium_64k_4G,vu128,10375.0,10729.9,10854.2,11331.4,11979.5,10417.5,273.3,10380.8,10456.7,251.2,0.0262,9979.6,12112.9
decode,medium_64k_4G,vu64,15034.0,15707.6,15933.4,17237.4,22174.2,15136.6,787.6,15038.9,15255.3,613.6,0.0520,13944.0,23314.4
decode,large_above_4G,bijou64,3077.6,3216.3,3234.3,3400.9,3711.2,3113.1,90.2,3101.2,3126.1,113.8,0.0290,3002.4,3740.5
decode,large_above_4G,leb128,28994.8,29727.4,30169.6,30598.4,31190.1,29117.1,483.9,29051.9,29185.8,465.7,0.0166,28343.6,31318.8
