group,distribution,library,p50_ns,p90_ns,p95_ns,p99_ns,p99.9_ns,mean_ns,std_dev_ns,ci_lower_ns,ci_upper_ns,iqr_ns,cv,min_ns,max_ns
decode,uniform_random,leb128,37810.9,38592.1,38738.4,39083.8,40065.6,37615.7,947.6,37484.0,37745.0,1288.2,0.0252,34761.9,40239.9
decode,uniform_random,varu64,23815.8,24285.4,24383.1,24494.3,24577.5,23713.3,557.7,23634.3,23788.6,632.1,0.0235,21635.0,24588.3
decode,uniform_random,vu128,9267.9,9437.2,9519.2,9808.4,9840.1,9222.1,238.7,9188.8,9254.8,289.4,0.0259,8431.0,9841.4
decode,uniform_random,vu64,9337.5,9519.4,9543.2,9613.4,9720.8,9268.8,250.1,9233.6,9302.7,328.6,0.0270,8505.5,9737.7
encode,tiny_0_247,bijou64,2154.8,2205.6,2214.1,2271.7,2329.6,2158.5,37.0,2153.5,2163.7,44.4,0.0171,2082.9,2334.8
encode,tiny_0_247,leb128,3616.3,3713.9,3753.4,3833.7,3901.8,3628.5,65.3,3619.7,3637.6,74.5,0.0180,3500.2,3918.1
encode,tiny_0_247,varu64,10893.3,11065.1,11129.8,11202.3,11448.3,10912.6,116.5,10897.0,10929.0,130.6,0.0107,10603.3,11502.2
encode,tiny_0_247,vu128,16550.1,17254.4,17419.6,17929.6,18221.8,16571.2,518.5,16500.4,16642.8,781.1,0.0313,15534.7,18253.6
encode,tiny_0_247,vu64,20721.5,21768.0,21993.8,22735.0,22951.4,20803.4,715.7,20705.1,20902.8,991.1,0.0344,19232.6,23002.8
encode,small_248_65535,bijou64,8543.6,8684.1,8723.0,8884.6,8925.0,8542.4,115.3,8526.7,8558.5,139.4,0.0135,8246.0,8930.6
encode,small_248_65535,leb128,7462.9,8168.2,8485.2,8895.4,8933.3,7501.0,525.3,7429.1,7574.1,772.8,0.0700,6588.1,8939.1
encode,small_248_65535,varu64,20531.8,20788.5,20850.9,21081.9,21317.9,20536.9,212.9,20507.4,20566.6,253.0,0.0104,19917.7,21326.9
encode,small_248_65535,vu128,19593.7,19789.3,19933.6,20205.6,20549.8,19604.9,202.0,19577.5,19633.4,219.4,0.0103,19096.2,20586.1
encode,small_248_65535,vu64,22418.8,22706.1,22812.8,23086.6,23371.2,22434.6,226.7,22403.5,22466.4,261.6,0.0101,21891.6,23441.3
encode,medium_64k_4G,bijou64,8942.4,9039.7,9091.2,9220.2,9293.4,8951.8,86.0,8940.2,8963.9,96.1,0.0096,8747.2,9296.1
encode,medium_64k_4G,leb128,12126.3,12286.5,12369.1,12629.5,12909.7,12128.8,144.2,12109.1,12149.3,148.6,0.0119,11733.3,12969.8
encode,medium_64k_4G,varu64,25606.1,25910.7,26041.0,26243.1,26435.9,25609.9,257.4,25574.2,25645.7,287.8,0.0101,24701.2,26446.9
