group,distribution,library,p50_ns,p90_ns,p95_ns,p99_ns,p99.9_ns,mean_ns,std_dev_ns,ci_lower_ns,ci_upper_ns,iqr_ns,cv,min_ns,max_ns
decode,xlarge_above_u64,bijou128,8640.8,8937.1,9062.3,10036.8,13545.6,8699.0,492.1,8640.6,8774.9,371.3,0.0566,8247.9,14141.5
decode,xlarge_above_u64,vu128,12669.8,13478.0,13985.5,15133.5,15354.5,12865.3,543.4,12792.8,12943.4,487.5,0.0422,12348.8,15387.0
decode,boundary,bijou128,9845.2,11403.0,13617.9,17041.0,19159.6,10314.0,1500.6,10120.1,10533.9,267.8,0.1455,8797.0,19326.4
decode,boundary,vu128,13075.2,13928.4,14284.9,15994.3,22231.4,13337.6,944.0,13223.6,13483.4,498.7,0.0708,12783.9,23176.5
decode,uniform_random,bijou128,8463.2,8865.6,9050.1,13140.7,14971.4,8631.0,786.5,8535.1,8750.7,214.6,0.0911,8177.2,15332.3
decode,uniform_random,vu128,12622.5,13062.8,13348.3,15459.3,16634.4,12751.0,514.8,12686.6,12828.1,306.6,0.0404,12392.4,16690.4
encode,tiny_0_239,bijou128,9038.3,9991.3,10422.6,13359.5,14770.4,9261.5,902.9,9144.3,9394.2,420.8,0.0975,8193.8,14882.2
encode,tiny_0_239,vu128,13153.7,14228.4,20621.0,29068.2,29364.6,13923.4,3065.7,13530.1,14371.2,418.0,0.2202,12080.9,29430.6
encode,small_240_65535,bijou128,30966.4,32540.4,33352.7,38996.5,44957.4,31111.6,1997.4,30853.2,31405.9,1313.4,0.0642,28487.9,45125.6
encode,small_240_65535,vu128,18692.7,19380.5,19613.7,20730.2,33095.8,18690.6,1493.5,18510.2,18919.8,588.9,0.0799,17010.6,34464.4
encode,medium_64k_4G,bijou128,31771.4,34257.9,35341.8,47118.6,50463.7,32207.2,2836.8,31840.9,32623.3,1962.5,0.0881,29084.1,51264.0
encode,medium_64k_4G,vu128,21031.3,21984.1,22350.2,22862.3,27827.5,20758.1,1326.4,20575.8,20945.0,1068.0,0.0639,18253.2,28771.5
encode,large_4G_to_u64max,bijou128,33734.3,35322.0,35951.4,37428.9,44729.9,33006.8,2522.2,32659.1,33355.3,4148.0,0.0764,29080.3,45138.4
encode,large_4G_to_u64max,vu128,22755.6,24407.9,25406.0,42659.2,54017.8,22633.1,4151.4,22102.4,23250.8,2233.6,0.1834,18356.8,55217.0
encode,xlarge_above_u64,bijou128,37854.3,63953.5,66611.1,81903.0,83278.8,41748.7,12779.7,40013.2,43550.7,10389.2,0.3061,28630.2,83603.8
encode,xlarge_above_u64,vu128,25912.1,28738.1,32241.9,47450.9,63317.9,25175.3,6219.4,24354.3,26084.2,8350.2,0.2470,18695.6,65335.0
encode,boundary,bijou128,32191.7,35059.4,35747.2,73107.7,81936.4,32467.4,6410.0,31672.3,33441.0,5174.9,0.1974,27271.3,83562.8
encode,boundary,vu128,22928.8,28448.7,41948.0,54188.4,54954.0,24376.6,7355.1,23409.3,25438.8,3961.4,0.3017,17783.1,55049.1
encode,uniform_random,bijou128,36710.0,40806.0,42020.5,46061.6,61983.5,35648.2,5088.3,34956.2,36360.5,9138.4,0.1427,28836.2,63578.7
encode,uniform_random,vu128,28360.9,31297.6,32304.4,35451.7,47341.1,26534.5,5081.7,25832.5,27235.5,9300.9,0.1915,18710.9,48903.4
encoded_size,tiny_0_239,bijou128,1587.4,1876.5,2167.7,2681.6,3170.8,1661.8,247.4,1629.6,1698.1,158.2,0.1489,1451.9,3226.4
encoded_size,small_240_65535,bijou128,5254.8,5540.3,6698.0,11566.5,12050.5,5563.2,1222.1,5407.8,5744.2,96.7,0.2197,5168.9,12155.2
encoded_size,medium_64k_4G,bijou128,5245.9,5368.4,5489.9,7561.2,10515.8,5338.6,509.2,5280.2,5419.0,55.8,0.0954,5196.5,11043.0
encoded_size,large_4G_to_u64max,bijou128,5258.3,5360.7,5415.3,5739.3,6843.5,5287.3,156.6,5268.8,5311.6,71.3,0.0296,5182.9,7024.7
encoded_size,xlarge_above_u64,bijou128,5249.5,5395.6,5857.2,9704.6,10869.8,5408.9,709.9,5320.7,5515.2,63.8,0.1312,5195.1,11154.1
encoded_size,boundary,bijou128,5001.9,5083.1,5224.8,7521.6,9948.6,5078.2,516.3,5017.5,5159.0,48.5,0.1017,4944.4,10016.4
encoded_size,uniform_random,bijou128,5268.9,5452.0,5842.1,8387.2,10717.9,5394.2,607.2,5320.9,5487.2,91.1,0.1126,5187.3,11203.9
stream_decode,tiny_0_239,bijou128,6133.9,6342.5,6469.3,6726.3,8985.3,6185.2,273.7,6154.3,6228.4,132.0,0.0443,5996.7,9495.3
stream_decode,small_240_65535,bijou128,10541.5,18550.9,22310.3,23784.1,27553.3,12278.8,3710.8,11783.5,12808.1,1586.4,0.3022,10212.2,28468.3
stream_decode,medium_64k_4G,bijou128,10263.2,10503.2,10592.6,10807.0,11016.4,10294.4,152.4,10273.9,10316.1,172.1,0.0148,10076.2,11058.0
stream_decode,large_4G_to_u64max,bijou128,10394.8,10756.3,11073.0,14219.3,17903.8,10556.8,780.4,10464.1,10677.3,216.3,0.0739,10214.3,18419.3
stream_decode,xlarge_above_u64,bijou128,8616.0,9216.4,9649.4,11178.4,11407.8,8768.7,506.4,8702.9,8842.1,313.2,0.0578,8366.1,11416.6
stream_decode,boundary,bijou128,9887.8,10291.3,10404.5,10737.2,11739.5,9952.7,260.7,9918.5,9991.0,217.3,0.0262,9650.8,11857.3
stream_decode,uniform_random,bijou128,8511.3,8820.2,8926.7,9852.1,10007.1,8552.1,273.3,8515.9,8591.5,283.4,0.0320,8215.8,10036.0
